TSR|monsterKey|setting|mainTitle|title|name|Diet|Frequency|Hit Dice|Intelligence|Magic Resistance|Morale|Movement|No. Appearing|No. of Attacks|Organization|Size|Special Attacks|Special Defenses|THAC0|Treasure|XP Value|Alignment|Armor Class|Climate/Terrain|Damage/Attack
['2140', '2107']|gnomspri|Advanced Dungeons & Dragons 2nd Edition|Gnome, Spriggan|Gnome, Spriggan|Gnome, Spriggan|Omnivore|Very rare|4 or 8+4|Average to exceptional (8-16)|Nil|Champion (15-16)|9 or 15|3-12|2|Pack|S (3' tall) or L (12' tall)|Spells, thief abilities|See below|17 or 11|A|Male: 3,000<br>Female: 2,000|Chaotic evil|3 or 5 (10)|Any/Wilderness|2-8/2-8 (weapon) +7 (Strength bonus)
['2140', '2102']|goblin|Advanced Dungeons & Dragons 2nd Edition|Goblin|Goblin|Goblin|Carnivore|Uncommon|1-1|Low to average (5-10)|Nil|Average (10)|6|4-24 (4d6)|1|Tribe|Small (4' tall)|Nil|Nil|20|C (K)|15<br>Chief &amp; sub-chiefs: 35|Lawful evil|6 (10)|Any non-arctic land|1-6 (by weapon)
['2140', '2102']|golem1|Advanced Dungeons & Dragons 2nd Edition|Golem I (Greater Golem)|Golem I (Greater Golem)|Iron|None|Very rare|18 (80 hp)|Non- (0)|Nil|Fearless (19-20)|6|1|1|Solitary|L (12' tall)|See below|See below|3|Nil|13,000|Neutral|3|Any|4-40 (4d10)
['2140', '2102']|golem1|Advanced Dungeons & Dragons 2nd Edition|Golem I (Greater Golem)|Golem I (Greater Golem)|Stone|None|Very rare|14 (60 hp)|Non- (0)|Nil|Fearless (19-20)|6|1|1|Solitary|L (9½' tall)|See below|See below|7|Nil|8,000|Neutral|5|Any|3-24 (3d8)
['2140', '2102']|golem2|Advanced Dungeons & Dragons 2nd Edition|Golem II (Lesser Golem)|Golem II (Lesser Golem)|Clay|None|Very rare|11 (50 hp)|Non- (0)|Nil|Fearless (19-20)|7|1|1|Solitary|L (8' tall)|See below|See below|9|Nil|5,000|Neutral|7|Any|3-30 (3d10)
['2140', '2102']|golem2|Advanced Dungeons & Dragons 2nd Edition|Golem II (Lesser Golem)|Golem II (Lesser Golem)|Flesh|None|Very rare|9 (40 hp)|Semi- (2-4)|Nil|Fearless (19-20)|8|1|2|Solitary|L (7½' tall)|Nil|See below|11|Nil|2,000|Neutral|9|Any|2-16 (2d8)/2-16 (2d8)
['2122', '2140', '9331', '9336']|golem3|Ravenloft|Golem III|Golem III|Bone|None|Very rare|14 (70 hp)|Non- (0)|Nil|Fearless (20)|12|1|1|Solitary|M (6' tall)|See below|See below|7|Nil|18,000|Neutral|0|Any|3d8
['2122', '2140', '9331', '9336']|golem3|Ravenloft|Golem III|Golem III|Doll|None|Very rare|10 (40 hp)|Non- (0)|Nil|Fearless (20)|15|1|1|Solitary|T (1' tall)|See below|See below|11|Nil|6,000|Neutral|4|Any|3d6
['2122', '2140']|golem4|Ravenloft|Golem IV|Golem IV|Gargoyle|Nil|Very rare|15 (60 hp)|Non- (0)|Nil|Fearless (20)|9|1|2|Solitary|M (6' tall)|See below|See below|5|Nil|14,000|Neutral|0|Any|3d6/3d6
['2122', '2140']|golem4|Ravenloft|Golem IV|Golem IV|Glass|Nil|Very rare|9 (40 hp)|Non- (0)|Nil|Fearless (20)|12|1|1|Solitary|M (6' tall)|See below|See below|11|Nil|5,000|Neutral|4|Any|2d12
['2140', '2107']|golem5|Advanced Dungeons & Dragons 2nd Edition|Golem V|Golem V|Necrophidius|None|Very rare|2|Non- (0)|Nil|Fearless (19-20)|9|1|1|Solitary|L (12' long)|See below|See below|19|Nil|270|Neutral|2|Any|1-8
['2140', '2107']|golem5|Advanced Dungeons & Dragons 2nd Edition|Golem V|Golem V|Scarecrow|None|Very rare|5|Non- (0)|Nil|Fearless (19-20)|6|1|1 + gaze|Solitary|M (6' tall)|See below|See below|15|Nil|1,400|Neutral|6|Any|1-6 + charm
['2140']|golem6|Advanced Dungeons & Dragons 2nd Edition|Golem VI (Stone Variants)|Golem VI (Stone Variants)|Caryatid Column|Nil|Very rare|5 (22 hit points)|Non- (0)|Nil|Fearless (20)|6|1-12|1|Solitary|M (7' tall)|Nil|See below|15|Nil|420|Neutral|5|Any|2-8
['2140']|golem6|Advanced Dungeons & Dragons 2nd Edition|Golem VI (Stone Variants)|Golem VI (Stone Variants)|Juggernaut|Nil|Very rare|10-13|Non- (0)|Nil|Elite to champion (13-16)|3-12|1|Up to 6|Solitary|L to H (8-20')|Crushing|Immune to fire|10 HD: 11<br>11-12 HD: 9<br>13 HD: 7|Nil|10 HD: 3,000<br>+1,000 per additional Hit Die|Neutral|2|Any|2-12
['2140']|golem6|Advanced Dungeons & Dragons 2nd Edition|Golem VI (Stone Variants)|Golem VI (Stone Variants)|Stone Guardian|Nil|Very rare|4+4|Non- (0)|Nil|Fearless (20)|9|1-4|2|Solitary|M to L (6-8')|Nil|See below|15|Nil|420|Neutral|2|Any|2-9/2-9
['2103', '2140']|gorgon|Advanced Dungeons & Dragons 2nd Edition|Gorgon|Gorgon|Gorgon|Carnivore|Rare|8|Animal (1)|Nil|Average (8-10)|12|1-4|1|Group|L (8' tall)|See below|Nil|13|(E)|1,400|Neutral|2|Temperate or tropical/Wilderness or subterranean|2-12
['2119', '2140']|grelcolo|Spelljammer|Grell, Colonial|Grell, Colonial|Patriarch|Carnivore|Very rare|9|Supra-genius (19)|Nil|Fanatic (17)|SR 9|1|1|Hive|G (30' diameter)|See below|See below|11|H|9,000|Neutral evil|-10 (10)|Any|1d8 hull points
['2119', '2140']|grelcolo|Spelljammer|Grell, Colonial|Grell, Colonial|Philosopher|Carnivore|Very rare|7|Exceptional (15-16)|Nil|Champion (15-16)|Fl 12 (D)|1-2|11|Hive|M (4' diameter)|Magical items|Nil|13|W|5,000|Neutral evil|5 (0)|Any|1d4(&times;10)/1-6 or by weapon
['2119', '2140']|grelcolo|Spelljammer|Grell, Colonial|Grell, Colonial|Worker|Carnivore|Rare|5|Average (8-10)|Nil|Elite (13-14)|Fl 12 (D)|1-10|11|Hive|M (4' diameter)|Magical items|Nil|15|U (see below)|2,000|Neutral evil|5|Any|1-4(&times;10)/1-6 or by weapon
['2140', '2103']|gremjerm|Advanced Dungeons & Dragons 2nd Edition|Gremlin, Jermlaine|Gremlin, Jermlaine|Gremlin, Jermlaine|Omnivore|Uncommon|1-4 hp|Average (Genius cunning) (8-10)|See below|Steady (12)|15|12-48|1|Clan|T (1'+)|See below|See below|20|Per 10 individuals O,Q; in lair C,Q(&times;5),S,T|Normal: 15<br>Elder: 65|Neutral evil (slight lawful tendencies)|7|Subterranean|1-2 or 1-4
['2140', '2107']|gremlin|Advanced Dungeons & Dragons 2nd Edition|Gremlin|Gremlin|Fremlin|Herbivore|Very rare|3+6|Average (8-10)|Nil|Unsteady (5-7)|6, Fl 12 (B)|1-4|1|Pack|T (1')|Nil|+1 weapon needed to hit|17|X|270|Chaotic neutral|6|Any land|1-4
['2140', '2107']|gremlin|Advanced Dungeons & Dragons 2nd Edition|Gremlin|Gremlin|Galltrit|Blood|Very rare|2 hp|Average <nobr>(8-10)</nobr>|Nil|Average <nobr>(8-10)</nobr>|6, Fl 18 (B)|1-4|1|Pack|T (6&rdquo;)|Blood drain|Nil|20|Q|65|Chaotic evil|2|Any land|1-2
['2140', '2107']|gremlin|Advanced Dungeons & Dragons 2nd Edition|Gremlin|Gremlin|Gremlin|Omnivore|Very rare|4|Very (11-12)|25%|Unsteady (5-7)|6, Fl 18 (B)|1-6|1|Pack|T (18&rdquo;)|Nil|+1 weapon needed to hit|17|Q,X|650|Chaotic evil|4|Any land|1-4
['2140', '2107']|gremlin|Advanced Dungeons & Dragons 2nd Edition|Gremlin|Gremlin|Mite|Omnivore|Rare|1-1|Low (5-7)|Nil|Average <nobr>(8-10)</nobr>|3|6-24|1|Tribe|T (2')|Nil|Nil|20|K (C)|35|Lawful evil|8|Subterranean|1-3
['2140', '2107']|gremlin|Advanced Dungeons & Dragons 2nd Edition|Gremlin|Gremlin|Snyad|Omnivore|Uncommon|1-1|Low (5-7)|See below|Average <nobr>(8-10)</nobr>|21|1-8|Nil|Family|T (2')|Nil|See below|20|J (I)|65|Neutral|-4|Subterranean|Nil
['2140', '2103']|griffon|Advanced Dungeons & Dragons 2nd Edition|Griffon|Griffon|Griffon|Carnivore|Uncommon|7|Semi- (2-4)|Nil|Steady (11-12)|12, Fl 30 (C, D if mounted)|2-12|3|Pride|L (about 9' long)|Nil|Nil|13|(C,S)|650|Neutral|3|Temperate or subtropical/Hills or mountains|1-4/1-4/2-16
['2140', '2132']|grimlock|Advanced Dungeons & Dragons 2nd Edition|Grimlock|Grimlock|Grimlock|Carnivorous (Human Flesh)|Uncommon|2 (and see below)|Average (8-10)|Special|Steady (11) (and see below)|12|20-200|1|Tribal|M (5½-6')|Nil|See below|19|Individual K,L,M; B in Lair|Normal: 35<br>Leader: 120<br>Champion: 175|Neutral Evil|5|Any/Mountainous|1-6, or by weapon type
['2140', '2107']|grippli|Advanced Dungeons & Dragons 2nd Edition|Grippli|Grippli|Grippli|Omnivore|Rare|1+1|Very to high (11-14)|Nil|Average (8-10)|9, leap 15|1-10|1|Tribal|S (2½' tall)|-3 penalty to opponents' surprise|Nil|19|Q&times;4,I|Normal: 65<br>Mates: 175<br>Tribe mother: 270|Neutral|9|Tropical/Swamps and jungles|1-4 (weapon)
['2140']|hag|Advanced Dungeons & Dragons 2nd Edition|Hag|Hag|Annis|Carnivore|Very rare|7+7|Very (11-12)|20%|Champion (15)|15|1-3|3|Covey|L (8' tall)|See below|See below|13|(D)|4,000|Chaotic evil|0|Any land|9-16/9-16/3-9
['2140']|hag|Advanced Dungeons & Dragons 2nd Edition|Hag|Hag|Green|Carnivore|Very rare|9|Very (11-12)|35%|Fanatic (17)|12, Sw 12|1-3|2|Covey|M (5-6' tall)|See below|See below|11|(X, F)|4,000|Neutral evil|-2|Any land or river|7-8/7-8
['2140']|hag|Advanced Dungeons & Dragons 2nd Edition|Hag|Hag|Sea|Carnivore|Rare|3|Average (8-10)|50%|Steady (11)|Sw 15|1-3|1|Covey|M|See below|See below|17|(C, Y)|1,400|Chaotic evil|7|Any water|7-10
['2140', '2102']|halfling|Advanced Dungeons & Dragons 2nd Edition|Halfling|Halfling|Hairfoot|Omnivore|Uncommon|1-6 hit points|Very (11-12)|Nil|Steady (11-12)|6 (9)|2-12 (2d6)|1|Community|S (3')|+3 with bows and slings|See below|20|K (B)|35|Lawful good|7 (10)|Pastoral|1-6 (weapon)
['2140', '2102']|halfling|Advanced Dungeons & Dragons 2nd Edition|Halfling|Halfling|Stout|Omnivore|Rare|1-6 hit points|Very (11-12)|Nil|Steady (11-12)|6 (9)|2-12 (2d6)|1|Community|S (3')|+3 with bows and slings|See below|20|K (B)|35|Lawful good|6 (10)|Hills, mountains|1-6 (weapon)
['2140', '2102']|halfling|Advanced Dungeons & Dragons 2nd Edition|Halfling|Halfling|Tallfellow|Omnivore|Rare|1-6 hit points|Very (11-12)|Nil|Steady (11-12)|6 (9)|2-12 (2d6)|1|Community|S (4')|+3 with bows and slings|See below|20|K (B)|35|Lawful good|6 (10)|Hills, forests|1-6 (weapon)
['2140', '2102']|harpy|Advanced Dungeons & Dragons 2nd Edition|Harpy|Harpy|Harpy|Carnivore|Rare|7|Low (5-7)|Nil|Elite (13-14)|6, Fl 15 (C)|2-12 (2d6)|3|Flock|M (6')|Singing and <i>charm</i>|Nil|13|R (C)|975|Chaotic evil|7|Temperate, tropical land or coast|1-3/1-3/1-6 or 1-3/1-3/weapon
['2140', '2105']|hatori|Advanced Dungeons & Dragons 2nd Edition|Hatori|Hatori|Greater|Carnivore|Very rare|6-20|Low (5-7)|Nil|Steady (11)|12|1|2|Solitary|G (60-200' long)|Swallow whole|Nil|Varies|U(&times;2)|Variable|Chaotic neutral|1|Deserts|3-36/2-24
['2140', '2105']|hatori|Advanced Dungeons & Dragons 2nd Edition|Hatori|Hatori|Lesser|Carnivore|Rare|1-5|Low (5-7)|Nil|Average (9)|15|1 or 2-5|2|Solitary/Small herds|L to G (10-50' long)|Swallow whole|Nil|Varies|U|Variable|Chaotic neutral|2|Deserts|3-18/1-12
['2140', '2103']|haunt|Advanced Dungeons & Dragons 2nd Edition|Haunt|Haunt|Haunt|Nil|Very rare|5/victim's hp|Non- (0)|Nil|Champion (16)|6/as victim|1|1/1, as 5-HD monster|Individual|Variable|See below|See below|15|Nil|2,000|Any|0/victim's AC|Any|See below/by weapon
['2140', '2428', '2103']|hellhoun|Advanced Dungeons & Dragons 2nd Edition|Hell Hound|Hell Hound|Hell Hound|Carnivore|Very rare|4-7|Low (5-7)|Nil|Elite (13)|12|2-8|1|Pack|M|Breathe fire|See below|4 HD: 17<br>5-6 HD: 15<br>7 HD: 13|C|4 HD: 420<br>5 HD: 650<br>6 HD: 975<br>7 HD: 1,400|Lawful evil|4|Any land|1-10
['2103', '2140']|heucuva|Advanced Dungeons & Dragons 2nd Edition|Heucuva|Heucuva|Heucuva|Nil|Very rare|2|Semi- (2-4)|See below|Steady (11)|9|1-10|1|Solitary|M (5-7' tall)|Disease|Hit only by silver or +1 weapons|19|C|270|Chaotic evil|3|Any|1-6
['2103', '2140']|hippcamp|Advanced Dungeons & Dragons 2nd Edition|Hippocampus|Hippocampus|Hippocampus|Herbivore|Rare|4|Average (8-10)|Nil|Steady (11-12)|Sw 24|2-8|1|Herd|H (18' long)|Nil|Nil|17|Nil|120|Chaotic good|5|Fresh or salt water depths|1-4
['2103', '2140']|hippgrif|Advanced Dungeons & Dragons 2nd Edition|Hippogriff|Hippogriff|Hippogriff|Omnivore|Rare|3+3|Semi- (2-4)|Nil|Average (9)|18, Fl 36 (C,D)|2-16|3|Herd|L (10' long)|Nil|Nil|17|Q&times;5|175|Neutral|5|Unpopulated regions|1-6/1-6/1-10
['2102', '2140']|hobgobli|Advanced Dungeons & Dragons 2nd Edition|Hobgoblin|Hobgoblin|Hobgoblin|Omnivore|Uncommon|1+1|Average (8-10)|Nil|Steady (11-12)|9|2-20 (2d10)|1|Tribal|M (6½' tall)|Nil|Nil|19|J,M,D; (Q&times;5)|35<br>Sub-chief: 65<br>Chief: 120|Lawful evil|5 (10)|Any non-arctic|By weapon
['2102', '2140']|homuncul|Advanced Dungeons & Dragons 2nd Edition|Homunculus|Homunculus|Homunculus|Omnivore|Very rare|2|See below|See below|Elite (13-14)|6, Fl 18 (B)|1|1|Solitary|T (18&rdquo; tall)|Bite causes sleep|See below|19|Nil|270|See below|6|Any|1-3
['2107', '2140', '9302']|hookhorr|Greyhawk|Hook Horror|Hook Horror|Hook Horror|Omnivore|Rare|5|Low (5-7)|Nil|Steady (11-12)|9|2-12|3|Clan|L (9' tall)|Nil|Nil|15|P|175|Neutral|3|Any/Subterranean|1-8/1-8/2-12
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Draft|Herbivore|Common|3|Animal (1)|Nil|Unsteady (5-7)|12|1|1|Herd|L|Nil|Nil|17|Nil|65|Neutral|7|Any non-mountainous|1-3
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Heavy|Herbivore|Uncommon|3+3|Animal (1)|Nil|Unsteady (5-7)|15|1|2|Herd|L|Nil|Nil|17|Nil|120|Neutral|7|Any non-mountainous|1-8/1-8
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Light|Herbivore|Uncommon|2|Animal (1)|Nil|Unsteady (5-7)|24|1|2|Herd|L|Nil|Nil|19|Nil|35|Neutral|7|Any non-mountainous|1-4/1-4
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Medium|Herbivore|Uncommon|2+2|Animal (1)|Nil|Unsteady (5-7)|18|1|2|Herd|L|Nil|Nil|19|Nil|65|Neutral|7|Any non-mountainous|1-6/1-6
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Mule|Herbivore|Common|3|Animal (1)|Nil|Unsteady (5-7)|12|1|1 or 2|Herd|M|Nil|Nil|17|Nil|65|Neutral|7|Any non-mountainous|1-2/1-6
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Pony|Herbivore|Uncommon|1+1|Animal (1)|Nil|Unsteady (5-7)|12|1|1|Herd|M|Nil|Nil|19|Nil|35|Neutral|7|Any non-mountainous|1-2
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Riding|Herbivore|Common|3|Animal (1)|Nil|Unsteady (5-7)|24|5-50(5d6)|2|Herd|L|Nil|Nil|17|Nil|65|Neutral|7|Any non-mountainous|1-2/1-2
['2102', '2140']|horse|Advanced Dungeons & Dragons 2nd Edition|Horse|Horse|Wild|Herbivore|Uncommon|2|Animal (1)|Nil|Unsteady (5-7)|24|5-30 (5d6)|1|Herd|L|Nil|Nil|19|Nil|35|Neutral|7|Any non-mountainous|1-3
['2140', '2102']|hydra|Advanced Dungeons & Dragons 2nd Edition|Hydra|Hydra|Cryohydra|Carnivore|Very rare|5-8|Semi- (2-4)|Nil|Average (8-10)|9|1|5-8|Solitary|G (30' long)|Cold|Nil|See below|Nil|3,000|Neutral|5|Any arctic or subterranean|See below
['2140', '2102']|hydra|Advanced Dungeons & Dragons 2nd Edition|Hydra|Hydra|Hydra|Carnivore|Uncommon|5-12|Semi- (2-4)|Nil|Average (8-10)|9|1|5-12|Solitary|G (30' long)|Nil|Nil|See below|Nil|2,000|Neutral|5|Any swamp|See below
['2140', '2102']|hydra|Advanced Dungeons & Dragons 2nd Edition|Hydra|Hydra|Lernaean|Carnivore|Very rare|5-12|Semi- (2-4)|Nil|Average (8-10)|9|1|5-12|Solitary|G (30' long)|Extra heads|Extra heads|See below|Nil|3,000|Neutral|5|Any marsh, swamp or subterranean|See below
['2140', '2102']|hydra|Advanced Dungeons & Dragons 2nd Edition|Hydra|Hydra|Pyrohydra|Carnivore|Rare|7-8|Semi- (2-4)|Nil|Average (8-10)|9|1|5-8|Solitary|G (30' long)|Fire|Nil|See below|Nil|3,000|Neutral|5|Any marsh, swamp or subterranean|See below
['2140', '2602', '2428', '2102']|imp|Advanced Dungeons & Dragons 2nd Edition|Imp|Imp|Imp|Carnivore|Very rare|2+2|Average (8-10)|25%|Average (8-10)|6, Fl 18 (A)|1|1|Solitary|T (2' tall)|See below|See below|19|O|1,400|Lawful evil|2|Any|1-4
['2140', '2602', '2428', '2102']|imp|Advanced Dungeons & Dragons 2nd Edition|Imp|Imp|Quasit|Carnivore|Very rare|3|Low (5-7)|25%|Average (8-10)|15|1|3|Solitary|T (2' tall)|See below|See below|17|Q&times;3|2,000|Chaotic evil|2|Any|1-2/1-2/1-4
['2140', '2105']|inseswar|Advanced Dungeons & Dragons 2nd Edition|Insect Swarm|Insect Swarm|Grasshopper and Locust|Herbivore|Very rare|1 hp/20 insects|Animal (1)|Nil|Unsteady (6)|6, Fl 18 (C)|See below|1|Swarm|T (2&rdquo; long); Swarm: see below|Nil|Nil|See below|Nil|See below|Neutral|8|Tropical and subtropical/Forest, hills, and plains|See below
['2140', '2105']|inseswar|Advanced Dungeons & Dragons 2nd Edition|Insect Swarm|Insect Swarm|Velvet Ant|Omnivore|Very rare|See below|Animal (1)|Nil|Unsteady (6)|6|See below|1|Swarm|Individual: T (1&rdquo; long); Swarm: see below|Poison|Nil|See below|Nil|See below|Neutral|8|Tropical, subtropical or temperate/Forest, hills,and plains|See below
['2140', '2428', '2117']|intedevo|Advanced Dungeons & Dragons 2nd Edition|Intellect Devourer|Intellect Devourer|Adult|Mental energy|Very rare|6+6|Very (11-12)|Nil (see below)|Fanatic (17-18)|15|1-2|4|Solitary|T (6&rdquo; long)|Psionics, stalking|+3 weapon needed to hit; see below|13|D|6,000|Chaotic evil|4|Any subterranean or dark areas|1-4/1-4/1-4/1-4
['2140', '2428', '2117']|intedevo|Advanced Dungeons & Dragons 2nd Edition|Intellect Devourer|Intellect Devourer|Larva|Emotions|Rare|3+3|Not ratable|Nil|Unsteady (5-7)|9|1-3|1|Solitary|T (6&rdquo; long)|Psionics, poison|Psionics|17|Q&times;1d20|650|Neutral (evil)|5|Dark, moist areas|2-5 (1d4+1)
['2140', '2428', '2102']|invistal|Advanced Dungeons & Dragons 2nd Edition|Invisible Stalker|Invisible Stalker|Invisible Stalker|Special|Very rare|8|High (13-14)|30%|Elite (13-14)|12, Fl 12 (A)|1|1|Solitary|L (8' tall)|Surprise|Invisibility|13|Nil|3,000|Neutral|3|Any|4-16 (4d4)
['2140']|ixitxach|Advanced Dungeons & Dragons 2nd Edition|Ixitxachitl|Ixitxachitl|Ixitxachitl|Carnivore|Very rare|1+1 to 4+4|Average to High (8-14)|Nil|Elite (13)|Sw 12|5-12 (1d8+4)|1|Tribe|S-L (3-8' wingspan)|Spells, see below|Spells, see below|1+1 and 2+2 HD: 19<br>3+3 HD: 17<br>4+4 HD: 15|P,R,S (in lair only)|35<br>1+1 HD priest: 65<br>2+2 HD priest: 120<br>3+3 HD guardian priest: 270<br>4+4 HD high priest: 420<br>2+2 HD vampiric: 420<br>8+8 HD greater vampiric: 4,000|Chaotic evil|6|Shallow tropical waters|3-12
['2102', '2140']|jackwere|Advanced Dungeons & Dragons 2nd Edition|Jackalwere|Jackalwere|Jackalwere|Carnivore|Rare|4|Very (11-12)|Nil|Steady (11-12)|12|1-4|1|Pack|S (3' long) as a jackal<br>M (6' tall) as a human or hybrid|Gaze causes sleep|Hit only by iron and +1 or better magical weapons|17|C|270|Chaotic evil|4|Any temperate|2-8 (2d4)
['2103', '2140', '2428']|kenku|Advanced Dungeons & Dragons 2nd Edition|Kenku|Kenku|Kenku|Omnivore|Uncommon|2-5|Average (8-10)|30%|Elite (13)|6, Fl 18 (D)|2-8|3 or 1|Clan|M (5-7' tall)|Nil|See below|2 HD: 19<br>3-4 HD: 17<br>5 HD: 15|F|2 HD: 175<br>3 HD: 420<br>4 HD: 650<br>5 HD: 975|Neutral|5|Any land|1-4/1-4/1-6 or by weapon
['2140', '2103']|kirin|Advanced Dungeons & Dragons 2nd Edition|Ki-rin|Ki-rin|Ki-rin|Herbivore|Very rare|12|Supra-genius (19-20)|90%|Fanatic (18)|24, Fl 48 (B)|1|3|Solitary|H (13' long)|Magic use|See below|9|I,S,T|11,000|Lawful good|-5|Sky|2-8/2-8/3-18
['2140', '2405']|kirre|Dark Sun|Kirre|Kirre|Kirre|Carnivore|Rare|6+6|Low (5-7)|Nil|Elite (13-14)|15|1|7|Pack|Large (8' long)|Psionics|Nil|13|Nil (A)|650|Neutral|7|Forest ridge|1-4/1-4/1-6/1-8/1-4/1-4/1-6
['2140', '2428', '2102']|kobold|Advanced Dungeons & Dragons 2nd Edition|Kobold|Kobold|Kobold|Omnivore|Uncommon|½ (1-4 hit points)|Average (8-10)|Nil|Average (8-10)|6|5-20 (5d4)|1|Tribe|S (3' tall)|Nil|Nil|20|J,O (Q&times;5)|7<br>Chiefs/guards: 15|Lawful evil|7 (10)|Any land|1-4 or 1-6 (by weapon)
['2140', '2428', '2102']|kobold|Advanced Dungeons & Dragons 2nd Edition|Kobold|Kobold|Urd|Omnivore|Rare|2-5|Low (5-7)|Nil|Unsteady (7)|6, Fl 15 (C)|3-300|1|Gens|S (3' tall)|Rock bomb|Nil|2 HD: 19<br>3-4 HD: 17<br>5 HD: 15|J (Q&times;5)|2 HD: 35<br>3 HD: 65<br>4 HD: 120<br>5 HD: 175|Neutral evil|8|Temperate to tropical/Hills and mountains|1-3 or 1-4 (by weapon)
['2103', '2140']|kuotoa|Advanced Dungeons & Dragons 2nd Edition|Kuo-Toa|Kuo-Toa|Kuo-Toa|Carnivore|Very rare|2 or more|High and up (13+)|See below|Elite (13)|9, Sw 18|2-24|1 or 2|Tribal|M (higher levels L)|See below|See below|19|L,M,N (Z)|Normal: 175<br>Captain: 3,000<br>Lieutenant: 1,400<br>Whip: 420<br>Monitor: 975|Neutral evil (with chaotic tendencies)|4|Aquatic subterranean|2-5 and/or by weapon type
['2103', '2140']|lamia|Advanced Dungeons & Dragons 2nd Edition|Lamia|Lamia|Lamia|Carnivore|Very rare|9|High (13-14)|Nil|Elite (14)|24|1|1|Solitary|M|See below|Nil|11|D|3,000|Chaotic evil|3|Deserts, caves, and ruined cities|1-4 (weapon)
['2103', '2140']|lamia|Advanced Dungeons & Dragons 2nd Edition|Lamia|Lamia|Lamia Noble|Carnivore|Very rare|10+1|High (13-14)|30%|Elite (14)|9|1|1|Solitary|M|See below|Nil|11|D|4,000|Chaotic evil|3|Deserts, caves, and ruined cities|1-6 (weapon)
['2103', '2140']|lammasu|Advanced Dungeons & Dragons 2nd Edition|Lammasu|Lammasu|Greater|Herbivore|Very rare|12+7|Supra-genius (19-20)|40%|Champion (16)|15, Fl 30 (B)|1-2|2|Solitary (Pride)|L (5' high at shoulder)|See below|See below|7|Nil|8,000|Lawful good|3|Warm, with visits to other climes|2-12/2-12
['2103', '2140']|lammasu|Advanced Dungeons & Dragons 2nd Edition|Lammasu|Lammasu|Lesser|Herbivore|Rare|7+7|Genius (17-18)|30%|Elite (14)|12, Fl 24 (C)|2-8|2|Pride|L|See below|See below|13|R,S,T|4,000|Lawful good|6|Warm, with visits to other climes|1-6/1-6
['2103', '2140']|leech|Advanced Dungeons & Dragons 2nd Edition|Leech|Leech|Giant|Carnivore|Uncommon|1-4|Non- (0)|Nil|Unsteady (7)|3, Sw 3|4-16|1|Group|S to M (2-5')|Drain blood|Nil|1-2 HD: 19<br>3-4 HD: 17|Nil|1 HD: 65<br>2 HD: 120<br>3 HD: 175<br>4 HD: 270|Neutral|9|Temperate/Swamps and marshes|1-4
['2103', '2140']|leech|Advanced Dungeons & Dragons 2nd Edition|Leech|Leech|Swarm|Carnivore|Uncommon|Special|Non- (0)|Nil|Unsteady (5)|Sw 1|200-500|1|Swarm|L (10' wide)|Drain blood|Nil|N/A|Nil|15|Neutral|10|Temperate/Swamps and marshes|Special
['2103', '2140']|leech|Advanced Dungeons & Dragons 2nd Edition|Leech|Leech|Throat|Carnivore|Common|1 hp|Non- (0)|Nil|Unsteady (6)|1, Sw 1|1-6|1|Group|T (1&rdquo;)|Choke|Nil|20|Nil|35|Neutral|10|Temperate/Swamps and marshes|1-3
['2103', '2140']|leprecha|Advanced Dungeons & Dragons 2nd Edition|Leprechaun|Leprechaun|Leprechaun|Omnivore|Uncommon|2-5 hp|Exceptional (15-16)|80%|Steady (11)|15|1-20|0|Clans|T (2' tall)|See below|See below|20|F|270|Neutral|8|Temperate/Green lands, sylvan glens|Nil
['2103', '2140']|leucrott|Advanced Dungeons & Dragons 2nd Edition|Leucrotta|Leucrotta|Leucrotta|Carnivore|Rare|6+1|Average (8-10)|Nil|Elite (14)|18|1-4|1|Pack|L (7' at shoulder, 9' long)|See below|Kick in retreat|15|D|975|Chaotic evil|4|Temperate/ Wasteland, broken terrain|3-18
['2102', '2140']|lich|Advanced Dungeons & Dragons 2nd Edition|Lich|Lich|Demilich|None|Very rare|See below|Supra-genius (19-20)|See below|Fanatic (17-18)|See below|1|See below|Solitary|M (6' tall)|See below|See below|9|Z|10,000|Any evil|See below|Any|See below
['2102', '2140']|lich|Advanced Dungeons & Dragons 2nd Edition|Lich|Lich|Lich|None|Very rare|11+|Supra-genius (19-20)|Nil|Fanatic (17-18)|6|1|1|Solitary|M (6' tall)|See below|+1 or better magical weapon to hit|9|A|8,000|Any evil|0|Any|1-10
